section,period,dimension,count,year_built_matches
monthly_estimated_new_lagged_by_model,2013-07,SR22T,1,
monthly_estimated_new_lagged_by_model,2013-08,SR20,1,
monthly_estimated_new_lagged_by_model,2013-08,SR22T,1,
monthly_estimated_new_lagged_by_model,2013-11,SR22,1,
monthly_estimated_new_lagged_by_model,2013-11,SR22T,1,
monthly_estimated_new_lagged_by_model,2014-01,SR22,1,
monthly_estimated_new_lagged_by_model,2014-04,SR22,1,
monthly_estimated_new_lagged_by_model,2014-04,SR22T,1,
monthly_estimated_new_lagged_by_model,2014-05,SR22T,2,
monthly_estimated_new_lagged_by_model,2014-06,SR20,1,
monthly_estimated_new_lagged_by_model,2014-06,SR22T,2,
monthly_estimated_new_lagged_by_model,2014-07,SR20,1,
monthly_estimated_new_lagged_by_model,2014-07,SR22T,1,
monthly_estimated_new_lagged_by_model,2014-09,SR22T,1,
monthly_estimated_new_lagged_by_model,2014-10,SR22,1,
monthly_estimated_new_lagged_by_model,2014-11,SR22,1,
monthly_estimated_new_lagged_by_model,2014-11,SR22T,1,
monthly_estimated_new_lagged_by_model,2014-12,SR22,1,
monthly_estimated_new_lagged_by_model,2014-12,SR22T,3,
monthly_estimated_new_lagged_by_model,2015-01,SR22,1,
monthly_estimated_new_lagged_by_model,2015-01,SR22T,2,
monthly_estimated_new_lagged_by_model,2015-03,SR22T,1,
monthly_estimated_new_lagged_by_model,2015-04,SR22,2,
monthly_estimated_new_lagged_by_model,2015-04,SR22T,1,
monthly_estimated_new_lagged_by_model,2015-05,SR22T,2,
monthly_estimated_new_lagged_by_model,2015-06,SR22,2,
monthly_estimated_new_lagged_by_model,2015-06,SR22T,2,
monthly_estimated_new_lagged_by_model,2015-07,SR22,2,
monthly_estimated_new_lagged_by_model,2015-08,SR22T,2,
monthly_estimated_new_lagged_by_model,2015-09,SR20,1,
monthly_estimated_new_lagged_by_model,2015-09,SR22,1,
monthly_estimated_new_lagged_by_model,2015-09,SR22T,2,
monthly_estimated_new_lagged_by_model,2015-10,SR22,1,
monthly_estimated_new_lagged_by_model,2015-10,SR22T,3,
monthly_estimated_new_lagged_by_model,2015-11,SR22,2,
monthly_estimated_new_lagged_by_model,2015-12,SR22,2,
monthly_estimated_new_lagged_by_model,2016-01,SR22,1,
monthly_estimated_new_lagged_by_model,2016-01,SR22T,1,
monthly_estimated_new_lagged_by_model,2016-02,SR22,1,
monthly_estimated_new_lagged_by_model,2016-04,SR22T,1,
monthly_estimated_new_lagged_by_model,2016-05,SR20,1,
monthly_estimated_new_lagged_by_model,2016-05,SR22,1,
monthly_estimated_new_lagged_by_model,2016-05,SR22T,4,
monthly_estimated_new_lagged_by_model,2016-06,SR22,1,
monthly_estimated_new_lagged_by_model,2016-06,SR22T,2,
monthly_estimated_new_lagged_by_model,2016-07,SR20,1,
monthly_estimated_new_lagged_by_model,2016-07,SR22,2,
monthly_estimated_new_lagged_by_model,2016-07,SR22T,1,
monthly_estimated_new_lagged_by_model,2016-08,SR22,5,
monthly_estimated_new_lagged_by_model,2016-08,SR22T,3,
monthly_estimated_new_lagged_by_model,2016-09,SR22,2,
monthly_estimated_new_lagged_by_model,2016-09,SR22T,2,
monthly_estimated_new_lagged_by_model,2016-10,SR22,1,
monthly_estimated_new_lagged_by_model,2016-10,SR22T,2,
monthly_estimated_new_lagged_by_model,2016-11,SR22,3,
monthly_estimated_new_lagged_by_model,2016-12,SR22T,5,
monthly_estimated_new_lagged_by_model,2017-01,SR22,5,
monthly_estimated_new_lagged_by_model,2017-01,SR22T,1,
monthly_estimated_new_lagged_by_model,2017-02,SR22,1,
monthly_estimated_new_lagged_by_model,2017-02,SR22T,2,
monthly_estimated_new_lagged_by_model,2017-03,SR22T,2,
monthly_estimated_new_lagged_by_model,2017-04,SR22,1,
monthly_estimated_new_lagged_by_model,2017-04,SR22T,1,
monthly_estimated_new_lagged_by_model,2017-05,SR22,1,
monthly_estimated_new_lagged_by_model,2017-05,SR22T,4,
monthly_estimated_new_lagged_by_model,2017-06,SR22,1,
monthly_estimated_new_lagged_by_model,2017-06,SR22T,1,
monthly_estimated_new_lagged_by_model,2017-07,SR22,2,
monthly_estimated_new_lagged_by_model,2017-08,SR20,2,
monthly_estimated_new_lagged_by_model,2017-08,SR22T,3,
monthly_estimated_new_lagged_by_model,2017-09,SR22T,1,
monthly_estimated_new_lagged_by_model,2017-10,SR22,2,
monthly_estimated_new_lagged_by_model,2017-10,SR22T,4,
monthly_estimated_new_lagged_by_model,2017-11,SR20,6,
monthly_estimated_new_lagged_by_model,2017-11,SR22,4,
monthly_estimated_new_lagged_by_model,2017-11,SR22T,2,
monthly_estimated_new_lagged_by_model,2017-12,SF50,2,
monthly_estimated_new_lagged_by_model,2017-12,SR20,2,
monthly_estimated_new_lagged_by_model,2017-12,SR22,2,
monthly_estimated_new_lagged_by_model,2017-12,SR22T,4,
monthly_estimated_new_lagged_by_model,2018-01,SR22,1,
monthly_estimated_new_lagged_by_model,2018-01,SR22T,4,
monthly_estimated_new_lagged_by_model,2018-02,SR20,4,
monthly_estimated_new_lagged_by_model,2018-02,SR22T,1,
monthly_estimated_new_lagged_by_model,2018-03,SR20,5,
monthly_estimated_new_lagged_by_model,2018-03,SR22,1,
monthly_estimated_new_lagged_by_model,2018-04,SF50,1,
monthly_estimated_new_lagged_by_model,2018-04,SR20,4,
monthly_estimated_new_lagged_by_model,2018-04,SR22,1,
monthly_estimated_new_lagged_by_model,2018-04,SR22T,1,
monthly_estimated_new_lagged_by_model,2018-05,SR22,1,
monthly_estimated_new_lagged_by_model,2018-05,SR22T,1,
monthly_estimated_new_lagged_by_model,2018-06,SF50,2,
monthly_estimated_new_lagged_by_model,2018-06,SR20,6,
monthly_estimated_new_lagged_by_model,2018-06,SR22,2,
monthly_estimated_new_lagged_by_model,2018-06,SR22T,3,
monthly_estimated_new_lagged_by_model,2018-07,SR20,3,
monthly_estimated_new_lagged_by_model,2018-07,SR22,3,
monthly_estimated_new_lagged_by_model,2018-07,SR22T,3,
monthly_estimated_new_lagged_by_model,2018-08,SF50,1,
monthly_estimated_new_lagged_by_model,2018-08,SR20,2,
monthly_estimated_new_lagged_by_model,2018-08,SR22,1,
monthly_estimated_new_lagged_by_model,2018-08,SR22T,2,
monthly_estimated_new_lagged_by_model,2018-09,SR22,1,
monthly_estimated_new_lagged_by_model,2018-09,SR22T,5,
monthly_estimated_new_lagged_by_model,2018-10,SR22T,3,
monthly_estimated_new_lagged_by_model,2018-11,SF50,2,
monthly_estimated_new_lagged_by_model,2018-11,SR22,1,
monthly_estimated_new_lagged_by_model,2018-11,SR22T,2,
monthly_estimated_new_lagged_by_model,2018-12,SF50,1,
monthly_estimated_new_lagged_by_model,2018-12,SR22,1,
monthly_estimated_new_lagged_by_model,2018-12,SR22T,4,
monthly_estimated_new_lagged_by_model,2019-01,SR22,2,
monthly_estimated_new_lagged_by_model,2019-01,SR22T,6,
monthly_estimated_new_lagged_by_model,2019-02,SF50,1,
monthly_estimated_new_lagged_by_model,2019-02,SR20,1,
monthly_estimated_new_lagged_by_model,2019-02,SR22,4,
monthly_estimated_new_lagged_by_model,2019-02,SR22T,3,
monthly_estimated_new_lagged_by_model,2019-03,SR22,1,
monthly_estimated_new_lagged_by_model,2019-03,SR22T,4,
monthly_estimated_new_lagged_by_model,2019-04,SF50,1,
monthly_estimated_new_lagged_by_model,2019-04,SR20,1,
monthly_estimated_new_lagged_by_model,2019-04,SR22,4,
monthly_estimated_new_lagged_by_model,2019-04,SR22T,5,
monthly_estimated_new_lagged_by_model,2019-05,SF50,2,
monthly_estimated_new_lagged_by_model,2019-05,SR20,2,
monthly_estimated_new_lagged_by_model,2019-05,SR22,1,
monthly_estimated_new_lagged_by_model,2019-05,SR22T,3,
monthly_estimated_new_lagged_by_model,2019-06,SF50,1,
monthly_estimated_new_lagged_by_model,2019-06,SR20,1,
monthly_estimated_new_lagged_by_model,2019-06,SR22,1,
monthly_estimated_new_lagged_by_model,2019-06,SR22T,1,
monthly_estimated_new_lagged_by_model,2019-07,SF50,1,
monthly_estimated_new_lagged_by_model,2019-07,SR20,2,
monthly_estimated_new_lagged_by_model,2019-07,SR22,2,
monthly_estimated_new_lagged_by_model,2019-07,SR22T,1,
monthly_estimated_new_lagged_by_model,2019-08,SF50,4,
monthly_estimated_new_lagged_by_model,2019-08,SR22,2,
monthly_estimated_new_lagged_by_model,2019-08,SR22T,2,
monthly_estimated_new_lagged_by_model,2019-09,SF50,2,
monthly_estimated_new_lagged_by_model,2019-09,SR22,2,
monthly_estimated_new_lagged_by_model,2019-09,SR22T,4,
monthly_estimated_new_lagged_by_model,2019-10,SF50,2,
monthly_estimated_new_lagged_by_model,2019-10,SR20,1,
monthly_estimated_new_lagged_by_model,2019-10,SR22T,2,
monthly_estimated_new_lagged_by_model,2019-11,SF50,1,
monthly_estimated_new_lagged_by_model,2019-11,SR22,3,
monthly_estimated_new_lagged_by_model,2019-11,SR22T,4,
monthly_estimated_new_lagged_by_model,2019-12,SF50,2,
monthly_estimated_new_lagged_by_model,2019-12,SR20,4,
monthly_estimated_new_lagged_by_model,2019-12,SR22,6,
monthly_estimated_new_lagged_by_model,2019-12,SR22T,4,
monthly_estimated_new_lagged_by_model,2020-01,SF50,3,
monthly_estimated_new_lagged_by_model,2020-01,SR20,3,
monthly_estimated_new_lagged_by_model,2020-01,SR22,6,
monthly_estimated_new_lagged_by_model,2020-01,SR22T,4,
monthly_estimated_new_lagged_by_model,2020-02,SF50,4,
monthly_estimated_new_lagged_by_model,2020-02,SR22,3,
monthly_estimated_new_lagged_by_model,2020-02,SR22T,2,
monthly_estimated_new_lagged_by_model,2020-03,SF50,2,
monthly_estimated_new_lagged_by_model,2020-03,SR22,1,
monthly_estimated_new_lagged_by_model,2020-03,SR22T,4,
monthly_estimated_new_lagged_by_model,2020-04,SF50,4,
monthly_estimated_new_lagged_by_model,2020-04,SR20,1,
monthly_estimated_new_lagged_by_model,2020-04,SR22,5,
monthly_estimated_new_lagged_by_model,2020-04,SR22T,3,
monthly_estimated_new_lagged_by_model,2020-05,SF50,1,
monthly_estimated_new_lagged_by_model,2020-05,SR20,1,
monthly_estimated_new_lagged_by_model,2020-05,SR22T,1,
monthly_estimated_new_lagged_by_model,2020-06,SR20,1,
monthly_estimated_new_lagged_by_model,2020-06,SR22T,2,
monthly_estimated_new_lagged_by_model,2020-07,SF50,2,
monthly_estimated_new_lagged_by_model,2020-07,SR20,2,
monthly_estimated_new_lagged_by_model,2020-07,SR22T,5,
monthly_estimated_new_lagged_by_model,2020-08,SF50,2,
monthly_estimated_new_lagged_by_model,2020-08,SR20,2,
monthly_estimated_new_lagged_by_model,2020-08,SR22,4,
monthly_estimated_new_lagged_by_model,2020-08,SR22T,5,
monthly_estimated_new_lagged_by_model,2020-09,SF50,3,
monthly_estimated_new_lagged_by_model,2020-09,SR20,2,
monthly_estimated_new_lagged_by_model,2020-09,SR22,2,
monthly_estimated_new_lagged_by_model,2020-09,SR22T,6,
monthly_estimated_new_lagged_by_model,2020-10,SF50,1,
monthly_estimated_new_lagged_by_model,2020-10,SR20,1,
monthly_estimated_new_lagged_by_model,2020-10,SR22,1,
monthly_estimated_new_lagged_by_model,2020-10,SR22T,2,
monthly_estimated_new_lagged_by_model,2020-11,SF50,1,
monthly_estimated_new_lagged_by_model,2020-11,SR20,3,
monthly_estimated_new_lagged_by_model,2020-11,SR22,2,
monthly_estimated_new_lagged_by_model,2020-11,SR22T,3,
monthly_estimated_new_lagged_by_model,2020-12,SR20,1,
monthly_estimated_new_lagged_by_model,2020-12,SR22,3,
monthly_estimated_new_lagged_by_model,2020-12,SR22T,7,
monthly_estimated_new_lagged_by_model,2021-01,SF50,3,
monthly_estimated_new_lagged_by_model,2021-01,SR20,5,
monthly_estimated_new_lagged_by_model,2021-01,SR22,7,
monthly_estimated_new_lagged_by_model,2021-01,SR22T,3,
monthly_estimated_new_lagged_by_model,2021-02,SF50,4,
monthly_estimated_new_lagged_by_model,2021-02,SR20,2,
monthly_estimated_new_lagged_by_model,2021-02,SR22,6,
monthly_estimated_new_lagged_by_model,2021-02,SR22T,9,
monthly_estimated_new_lagged_by_model,2021-03,SF50,2,
monthly_estimated_new_lagged_by_model,2021-03,SR22,1,
monthly_estimated_new_lagged_by_model,2021-03,SR22T,13,
monthly_estimated_new_lagged_by_model,2021-04,SR20,2,
monthly_estimated_new_lagged_by_model,2021-04,SR22,3,
monthly_estimated_new_lagged_by_model,2021-04,SR22T,4,
monthly_estimated_new_lagged_by_model,2021-05,SF50,2,
monthly_estimated_new_lagged_by_model,2021-05,SR22,3,
monthly_estimated_new_lagged_by_model,2021-05,SR22T,8,
monthly_estimated_new_lagged_by_model,2021-06,SF50,5,
monthly_estimated_new_lagged_by_model,2021-06,SR20,3,
monthly_estimated_new_lagged_by_model,2021-06,SR22,3,
monthly_estimated_new_lagged_by_model,2021-06,SR22T,3,
monthly_estimated_new_lagged_by_model,2021-07,SF50,5,
monthly_estimated_new_lagged_by_model,2021-07,SR20,2,
monthly_estimated_new_lagged_by_model,2021-07,SR22,3,
monthly_estimated_new_lagged_by_model,2021-07,SR22T,1,
monthly_estimated_new_lagged_by_model,2021-08,SF50,5,
monthly_estimated_new_lagged_by_model,2021-08,SR20,2,
monthly_estimated_new_lagged_by_model,2021-08,SR22,1,
monthly_estimated_new_lagged_by_model,2021-08,SR22T,4,
monthly_estimated_new_lagged_by_model,2021-09,SF50,3,
monthly_estimated_new_lagged_by_model,2021-09,SR22T,11,
monthly_estimated_new_lagged_by_model,2021-10,SF50,1,
monthly_estimated_new_lagged_by_model,2021-10,SR20,1,
monthly_estimated_new_lagged_by_model,2021-10,SR22,4,
monthly_estimated_new_lagged_by_model,2021-10,SR22T,9,
monthly_estimated_new_lagged_by_model,2021-11,SF50,3,
monthly_estimated_new_lagged_by_model,2021-11,SR20,2,
monthly_estimated_new_lagged_by_model,2021-11,SR22,1,
monthly_estimated_new_lagged_by_model,2021-11,SR22T,4,
monthly_estimated_new_lagged_by_model,2021-12,SF50,1,
monthly_estimated_new_lagged_by_model,2021-12,SR20,2,
monthly_estimated_new_lagged_by_model,2021-12,SR22,3,
monthly_estimated_new_lagged_by_model,2021-12,SR22T,9,
monthly_estimated_new_lagged_by_model,2022-01,SF50,2,
monthly_estimated_new_lagged_by_model,2022-01,SR20,2,
monthly_estimated_new_lagged_by_model,2022-01,SR22,1,
monthly_estimated_new_lagged_by_model,2022-01,SR22T,7,
monthly_estimated_new_lagged_by_model,2022-02,SF50,2,
monthly_estimated_new_lagged_by_model,2022-02,SR20,2,
monthly_estimated_new_lagged_by_model,2022-02,SR22T,5,
monthly_estimated_new_lagged_by_model,2022-03,SF50,3,
monthly_estimated_new_lagged_by_model,2022-03,SR20,2,
monthly_estimated_new_lagged_by_model,2022-03,SR22,1,
monthly_estimated_new_lagged_by_model,2022-03,SR22T,9,
monthly_estimated_new_lagged_by_model,2022-04,SF50,2,
monthly_estimated_new_lagged_by_model,2022-04,SR20,1,
monthly_estimated_new_lagged_by_model,2022-04,SR22,5,
monthly_estimated_new_lagged_by_model,2022-04,SR22T,6,
monthly_estimated_new_lagged_by_model,2022-05,SF50,6,
monthly_estimated_new_lagged_by_model,2022-05,SR20,4,
monthly_estimated_new_lagged_by_model,2022-05,SR22,6,
monthly_estimated_new_lagged_by_model,2022-05,SR22T,9,
monthly_estimated_new_lagged_by_model,2022-06,SF50,3,
monthly_estimated_new_lagged_by_model,2022-06,SR20,3,
monthly_estimated_new_lagged_by_model,2022-06,SR22T,2,
monthly_estimated_new_lagged_by_model,2022-07,SF50,1,
monthly_estimated_new_lagged_by_model,2022-07,SR20,1,
monthly_estimated_new_lagged_by_model,2022-07,SR22,2,
monthly_estimated_new_lagged_by_model,2022-07,SR22T,5,
monthly_estimated_new_lagged_by_model,2022-08,SF50,5,
monthly_estimated_new_lagged_by_model,2022-08,SR20,2,
monthly_estimated_new_lagged_by_model,2022-08,SR22,2,
monthly_estimated_new_lagged_by_model,2022-08,SR22T,9,
monthly_estimated_new_lagged_by_model,2022-09,SF50,5,
monthly_estimated_new_lagged_by_model,2022-09,SR20,1,
monthly_estimated_new_lagged_by_model,2022-09,SR22,2,
monthly_estimated_new_lagged_by_model,2022-09,SR22T,9,
monthly_estimated_new_lagged_by_model,2022-10,SF50,2,
monthly_estimated_new_lagged_by_model,2022-10,SR20,3,
monthly_estimated_new_lagged_by_model,2022-10,SR22,3,
monthly_estimated_new_lagged_by_model,2022-10,SR22T,8,
monthly_estimated_new_lagged_by_model,2022-11,SF50,1,
monthly_estimated_new_lagged_by_model,2022-11,SR22,4,
monthly_estimated_new_lagged_by_model,2022-11,SR22T,10,
monthly_estimated_new_lagged_by_model,2022-12,SF50,5,
monthly_estimated_new_lagged_by_model,2022-12,SR20,4,
monthly_estimated_new_lagged_by_model,2022-12,SR22,4,
monthly_estimated_new_lagged_by_model,2022-12,SR22T,8,
monthly_estimated_new_lagged_by_model,2023-01,SF50,5,
monthly_estimated_new_lagged_by_model,2023-01,SR20,16,
monthly_estimated_new_lagged_by_model,2023-01,SR22,8,
monthly_estimated_new_lagged_by_model,2023-01,SR22T,10,
monthly_estimated_new_lagged_by_model,2023-02,SF50,11,
monthly_estimated_new_lagged_by_model,2023-02,SR20,18,
monthly_estimated_new_lagged_by_model,2023-02,SR22,6,
monthly_estimated_new_lagged_by_model,2023-02,SR22T,30,
monthly_estimated_new_lagged_by_model,2023-03,SF50,9,
monthly_estimated_new_lagged_by_model,2023-03,SR20,11,
monthly_estimated_new_lagged_by_model,2023-03,SR22,21,
monthly_estimated_new_lagged_by_model,2023-03,SR22T,37,
monthly_estimated_new_lagged_by_model,2023-04,SF50,4,
monthly_estimated_new_lagged_by_model,2023-04,SR20,3,
monthly_estimated_new_lagged_by_model,2023-04,SR22,1,
monthly_estimated_new_lagged_by_model,2023-04,SR22T,8,
monthly_estimated_new_lagged_by_model,2023-05,SF50,5,
monthly_estimated_new_lagged_by_model,2023-05,SR20,9,
monthly_estimated_new_lagged_by_model,2023-05,SR22,2,
monthly_estimated_new_lagged_by_model,2023-05,SR22T,27,
monthly_estimated_new_lagged_by_model,2023-06,SF50,3,
monthly_estimated_new_lagged_by_model,2023-06,SR20,6,
monthly_estimated_new_lagged_by_model,2023-06,SR22,7,
monthly_estimated_new_lagged_by_model,2023-06,SR22T,11,
monthly_estimated_new_lagged_by_model,2023-07,SF50,4,
monthly_estimated_new_lagged_by_model,2023-07,SR20,2,
monthly_estimated_new_lagged_by_model,2023-07,SR22,7,
monthly_estimated_new_lagged_by_model,2023-07,SR22T,16,
monthly_estimated_new_lagged_by_model,2023-08,SF50,8,
monthly_estimated_new_lagged_by_model,2023-08,SR20,12,
monthly_estimated_new_lagged_by_model,2023-08,SR22,7,
monthly_estimated_new_lagged_by_model,2023-08,SR22T,18,
monthly_estimated_new_lagged_by_model,2023-09,SF50,5,
monthly_estimated_new_lagged_by_model,2023-09,SR20,3,
monthly_estimated_new_lagged_by_model,2023-09,SR22,10,
monthly_estimated_new_lagged_by_model,2023-09,SR22T,18,
monthly_estimated_new_lagged_by_model,2023-10,SF50,4,
monthly_estimated_new_lagged_by_model,2023-10,SR20,12,
monthly_estimated_new_lagged_by_model,2023-10,SR22,4,
monthly_estimated_new_lagged_by_model,2023-10,SR22T,21,
monthly_estimated_new_lagged_by_model,2023-11,SF50,7,
monthly_estimated_new_lagged_by_model,2023-11,SR20,8,
monthly_estimated_new_lagged_by_model,2023-11,SR22,6,
monthly_estimated_new_lagged_by_model,2023-11,SR22T,13,
monthly_estimated_new_lagged_by_model,2023-12,SF50,10,
monthly_estimated_new_lagged_by_model,2023-12,SR20,14,
monthly_estimated_new_lagged_by_model,2023-12,SR22,11,
monthly_estimated_new_lagged_by_model,2023-12,SR22T,24,
monthly_estimated_new_lagged_by_model,2024-01,SF50,14,
monthly_estimated_new_lagged_by_model,2024-01,SR20,8,
monthly_estimated_new_lagged_by_model,2024-01,SR22,12,
monthly_estimated_new_lagged_by_model,2024-01,SR22T,49,
monthly_estimated_new_lagged_by_model,2024-02,SF50,3,
monthly_estimated_new_lagged_by_model,2024-02,SR20,1,
monthly_estimated_new_lagged_by_model,2024-02,SR22,2,
monthly_estimated_new_lagged_by_model,2024-02,SR22T,9,
monthly_estimated_new_lagged_by_model,2024-03,SF50,5,
monthly_estimated_new_lagged_by_model,2024-03,SR20,1,
monthly_estimated_new_lagged_by_model,2024-03,SR22,4,
monthly_estimated_new_lagged_by_model,2024-03,SR22T,12,
monthly_estimated_new_lagged_by_model,2024-04,SF50,6,
monthly_estimated_new_lagged_by_model,2024-04,SR20,3,
monthly_estimated_new_lagged_by_model,2024-04,SR22,3,
monthly_estimated_new_lagged_by_model,2024-04,SR22T,15,
monthly_estimated_new_lagged_by_model,2024-05,SF50,1,
monthly_estimated_new_lagged_by_model,2024-05,SR20,19,
monthly_estimated_new_lagged_by_model,2024-05,SR22,1,
monthly_estimated_new_lagged_by_model,2024-05,SR22T,20,
monthly_estimated_new_lagged_by_model,2024-06,SF50,7,
monthly_estimated_new_lagged_by_model,2024-06,SR20,13,
monthly_estimated_new_lagged_by_model,2024-06,SR22,10,
monthly_estimated_new_lagged_by_model,2024-06,SR22T,25,
monthly_estimated_new_lagged_by_model,2024-07,SF50,11,
monthly_estimated_new_lagged_by_model,2024-07,SR20,20,
monthly_estimated_new_lagged_by_model,2024-07,SR22,8,
monthly_estimated_new_lagged_by_model,2024-07,SR22T,26,
monthly_estimated_new_lagged_by_model,2024-08,SF50,2,
monthly_estimated_new_lagged_by_model,2024-08,SR20,13,
monthly_estimated_new_lagged_by_model,2024-08,SR22,14,
monthly_estimated_new_lagged_by_model,2024-08,SR22T,16,
monthly_estimated_new_lagged_by_model,2024-09,SF50,7,
monthly_estimated_new_lagged_by_model,2024-09,SR20,10,
monthly_estimated_new_lagged_by_model,2024-09,SR22,15,
monthly_estimated_new_lagged_by_model,2024-09,SR22T,17,
monthly_estimated_new_lagged_by_model,2024-10,SF50,10,
monthly_estimated_new_lagged_by_model,2024-10,SR20,5,
monthly_estimated_new_lagged_by_model,2024-10,SR22,15,
monthly_estimated_new_lagged_by_model,2024-10,SR22T,53,
monthly_estimated_new_lagged_by_model,2024-11,SF50,11,
monthly_estimated_new_lagged_by_model,2024-11,SR20,7,
monthly_estimated_new_lagged_by_model,2024-11,SR22,17,
monthly_estimated_new_lagged_by_model,2024-11,SR22T,24,
monthly_estimated_new_lagged_by_model,2024-12,SF50,8,
monthly_estimated_new_lagged_by_model,2024-12,SR20,4,
monthly_estimated_new_lagged_by_model,2024-12,SR22,9,
monthly_estimated_new_lagged_by_model,2024-12,SR22T,24,
monthly_estimated_new_lagged_by_model,2025-01,SF50,4,
monthly_estimated_new_lagged_by_model,2025-01,SR20,8,
monthly_estimated_new_lagged_by_model,2025-01,SR22,14,
monthly_estimated_new_lagged_by_model,2025-01,SR22T,49,
monthly_estimated_new_lagged_by_model,2025-02,SF50,2,
monthly_estimated_new_lagged_by_model,2025-02,SR20,1,
monthly_estimated_new_lagged_by_model,2025-02,SR22,3,
monthly_estimated_new_lagged_by_model,2025-02,SR22T,24,
monthly_estimated_new_lagged_by_model,2025-03,SF50,16,
monthly_estimated_new_lagged_by_model,2025-03,SR20,14,
monthly_estimated_new_lagged_by_model,2025-03,SR22,9,
monthly_estimated_new_lagged_by_model,2025-03,SR22T,40,
monthly_estimated_new_lagged_by_model,2025-04,SF50,6,
monthly_estimated_new_lagged_by_model,2025-04,SR20,10,
monthly_estimated_new_lagged_by_model,2025-04,SR22,11,
monthly_estimated_new_lagged_by_model,2025-04,SR22T,18,
monthly_estimated_new_lagged_by_model,2025-05,SF50,4,
monthly_estimated_new_lagged_by_model,2025-05,SR20,11,
monthly_estimated_new_lagged_by_model,2025-05,SR22,6,
monthly_estimated_new_lagged_by_model,2025-05,SR22T,24,
monthly_estimated_new_lagged_by_model,2025-06,SF50,9,
monthly_estimated_new_lagged_by_model,2025-06,SR20,12,
monthly_estimated_new_lagged_by_model,2025-06,SR22,13,
monthly_estimated_new_lagged_by_model,2025-06,SR22T,23,
monthly_estimated_new_lagged_by_model,2025-07,SF50,11,
monthly_estimated_new_lagged_by_model,2025-07,SR20,16,
monthly_estimated_new_lagged_by_model,2025-07,SR22,14,
monthly_estimated_new_lagged_by_model,2025-07,SR22T,32,
monthly_estimated_new_lagged_by_model,2025-08,SF50,8,
monthly_estimated_new_lagged_by_model,2025-08,SR20,15,
monthly_estimated_new_lagged_by_model,2025-08,SR22,13,
monthly_estimated_new_lagged_by_model,2025-08,SR22T,35,
monthly_estimated_new_lagged_by_model,2025-09,SF50,9,
monthly_estimated_new_lagged_by_model,2025-09,SR20,6,
monthly_estimated_new_lagged_by_model,2025-09,SR22,11,
monthly_estimated_new_lagged_by_model,2025-09,SR22T,34,
monthly_estimated_new_lagged_by_model,2025-10,SF50,12,
monthly_estimated_new_lagged_by_model,2025-10,SR20,20,
monthly_estimated_new_lagged_by_model,2025-10,SR22,15,
monthly_estimated_new_lagged_by_model,2025-10,SR22T,32,
monthly_estimated_new_lagged_by_model,2025-11,SF50,5,
monthly_estimated_new_lagged_by_model,2025-11,SR20,10,
monthly_estimated_new_lagged_by_model,2025-11,SR22,15,
monthly_estimated_new_lagged_by_model,2025-11,SR22T,37,
monthly_estimated_new_lagged_by_model,2025-12,SF50,8,
monthly_estimated_new_lagged_by_model,2025-12,SR20,17,
monthly_estimated_new_lagged_by_model,2025-12,SR22,11,
monthly_estimated_new_lagged_by_model,2025-12,SR22T,37,
monthly_estimated_new_lagged_by_model,2026-01,SF50,4,
monthly_estimated_new_lagged_by_model,2026-01,SR20,13,
monthly_estimated_new_lagged_by_model,2026-01,SR22,12,
monthly_estimated_new_lagged_by_model,2026-01,SR22T,27,
monthly_estimated_new_lagged_by_model,2026-02,SF50,16,
monthly_estimated_new_lagged_by_model,2026-02,SR20,7,
monthly_estimated_new_lagged_by_model,2026-02,SR22,6,
monthly_estimated_new_lagged_by_model,2026-02,SR22T,17,
monthly_estimated_new_lagged_by_model,2026-03,SF50,3,
monthly_estimated_new_lagged_by_model,2026-03,SR20,4,
monthly_estimated_new_lagged_by_model,2026-03,SR22,5,
monthly_estimated_new_lagged_by_model,2026-03,SR22T,29,
monthly_estimated_new_lagged_by_model,2026-04,SF50,9,
monthly_estimated_new_lagged_by_model,2026-04,SR20,15,
monthly_estimated_new_lagged_by_model,2026-04,SR22,10,
monthly_estimated_new_lagged_by_model,2026-04,SR22T,34,
monthly_estimated_new_lagged_by_model,2026-05,SF50,9,
monthly_estimated_new_lagged_by_model,2026-05,SR20,18,
monthly_estimated_new_lagged_by_model,2026-05,SR22,4,
monthly_estimated_new_lagged_by_model,2026-05,SR22T,22,
monthly_estimated_new_lagged_by_model,2026-06,SF50,1,
monthly_estimated_new_lagged_by_model,2026-06,SR20,4,
monthly_estimated_new_lagged_by_model,2026-06,SR22,3,
monthly_estimated_new_lagged_by_model,2026-06,SR22T,4,
by_year,2001,,3,3
by_year,2002,,17,17
by_year,2003,,30,15
by_year,2004,,29,19
by_year,2005,,26,7
by_year,2006,,33,17
by_year,2007,,36,14
by_year,2008,,53,14
by_year,2009,,41,7
by_year,2010,,46,6
by_year,2011,,80,14
by_year,2012,,89,13
by_year,2013,,85,7
by_year,2014,,106,15
by_year,2015,,135,25
by_year,2016,,180,31
by_year,2017,,219,46
by_year,2018,,241,64
by_year,2019,,358,70
by_year,2020,,469,82
by_year,2021,,624,101
by_year,2022,,661,87
by_year,2023,,1282,298
by_year,2024,,1405,455
by_year,2025,,1773,611
by_year,2026,,792,160
by_model,,SR22,3902,
by_model,,SR22T,2776,
by_model,,SR20,1499,
by_model,,SF50,673,
